id,number_of_bedrooms,number_of_bathrooms,living area,lot area,Price
6762811791,4,3.75,4120,8258,949950
6762811818,4,3,2720,11740,940000
6762811874,3,3.25,2950,4446,930000
6762812324,5,2.5,2490,9639,868500
6762812877,4,3,3990,7838,810000
6762813065,3,1,1980,3243,796000
6762813265,3,2.5,1580,1487,779000
6762813411,2,1.75,2230,6930,766500
6762813427,4,1,2520,5500,765000
6762813949,3,3.25,2250,60548,729000
6762814501,5,3,3290,14134,695000
6762814612,3,1.75,2450,9377,687500
6762814778,3,1.75,1300,2446,676500
6762814819,4,2.25,2260,8715,675000
6762814990,3,2.5,2630,10047,665000
6762814991,4,2.5,2080,8000,665000
6762815585,3,1.75,2940,6000,635000
6762815676,3,2.5,2320,32772,630000
6762815847,3,2.5,2510,47044,624000
6762816007,3,1.75,1920,4000,615000
6762816008,5,3.5,2950,7980,615000
6762816661,4,2.25,2130,9000,586000
6762816952,4,2.25,2060,12155,575000
6762817074,3,3.5,1460,1021,570000
6762817075,2,1.75,2870,102366,570000
6762817346,4,1.5,1790,3420,560000
6762817627,3,2.75,1960,13252,550000
6762817974,3,2.25,2100,20018,540000
6762818075,4,1.75,2230,7957,537000
6762818453,3,2,1600,16530,525000
6762818454,3,2.5,1740,2350,525000
6762819128,3,1.75,2420,65501,500000
6762819276,2,1.75,2040,114562,499000
6762819426,3,2.75,1720,6720,493000
6762819650,3,2.5,2270,7887,485000
6762819974,4,2.5,3150,5757,475000
6762820532,2,2.5,1240,1249,459000
6762820561,2,1.75,990,5850,458000
6762820705,3,1,1210,9473,453000
6762820835,3,2.5,2790,48994,450000
6762820836,2,2,1510,4908,450000
6762820837,3,1.5,1440,9711,450000
6762821255,3,2.5,2230,5800,440000
6762821256,4,3.5,3180,4869,440000
6762821489,2,1.75,1910,12142,435000
6762821552,3,1.75,1930,7210,434500
6762821670,5,3,3880,8432,430000
6762822045,2,1.5,1400,4160,421000
6762822850,3,1,1060,12690,400000
6762823086,3,1.75,2340,5668,396000
6762823224,4,3.75,2220,3797,392000
6762823280,4,1,1280,4840,390000
6762823554,5,2.75,3220,8160,384000
6762824540,3,2.5,2430,7857,359000
6762824665,3,1,1360,8968,355000
6762824896,2,1,1280,5250,350000
6762825595,3,1.75,1270,4800,335000
6762825651,3,1.75,1880,16262,334950
6762825794,5,2.5,3597,4972,330000
6762826832,3,1,980,6530,307500
6762826871,3,1.75,1980,9800,306000
6762827033,4,2.5,1740,7895,302000
6762827125,4,2.25,1740,9613,300000
6762827205,2,1,800,3000,299950
6762827461,3,2.5,1690,169448,293000
6762827652,4,2.25,1930,8925,289000
6762829640,3,2,1300,5000,240000
6762830043,4,1.75,1550,9899,229900
6762830152,4,2,2220,14120,225000
6762830876,2,1,1210,18700,198900
6762831458,3,2,1080,9225,147400
6762831571,1,1,640,10280,110000
6762831608,2,1,830,9000,85000
6762810281,3,2.5,3280,29111,1880000
6762811121,3,3.25,3780,10623,1150000
6762811195,4,2.5,3320,9380,1110000
6762811196,4,3,2770,2650,1110000
6762811604,4,1.75,2120,4000,980000
6762811724,4,3,2370,3836,957000
6762812213,4,3.5,2800,6750,880000
6762812628,3,2,1570,4625,835000
6762812815,3,1.5,1180,8545,816000
6762812958,3,2.25,2170,5001,802000
6762812987,5,2.5,3320,9024,800000
6762813710,4,2.5,1710,9627,749000
6762813860,3,2.5,3020,50800,735000
6762814086,4,1.75,2620,11041,720000
6762814114,5,2,3110,6131,719000
6762814820,4,2.75,2240,8937,675000
6762815490,4,2.75,2100,11894,640000
6762815586,5,3.25,3710,34200,635000
6762815855,4,2.5,2980,9235,623000
6762816640,3,1.5,1780,4200,588000
6762816696,3,3.5,1700,2197,585000
6762816884,3,1.75,2120,10875,578000
6762817347,4,1.75,1740,8800,560000
6762817467,4,1.75,2350,5946,555000
6762817628,3,2.5,2080,7749,550000
6762817629,2,1.5,1300,2970,550000
6762817630,2,0.75,1040,4000,550000
6762818279,4,2.5,3020,6788,530000
6762818923,3,2.5,1970,9153,509950
6762819129,4,1.5,1330,5750,500000
6762819651,2,2,1510,3961,485000
6762820463,3,2,1860,7232,460000
6762820722,4,2.25,2550,10000,452250
6762820838,3,1.75,1850,8667,450000
6762820839,3,1.75,1830,5488,450000
6762821086,3,1.75,1850,16863,445000
6762821257,3,2.25,1760,1800,440000
6762821671,3,2.75,2600,12860,430000
6762821774,2,2,1350,4225,428000
6762821807,3,2.5,2050,3218,427000
6762821824,4,2.25,2120,7700,426000
6762821888,2,1,970,2970,425000
6762821889,3,3.25,1410,1350,425000
6762821890,4,1,1080,4160,425000
6762822089,5,2.25,3070,64033,420000
6762822154,3,2.25,2280,8500,419950
6762822851,4,2,1350,7255,400000
6762822852,4,2.5,2150,5397,400000
6762823494,2,1,1010,4000,385000
6762823663,4,1.75,1790,10186,380000
6762823757,2,1,930,5400,379000
6762824273,2,1,680,4800,365000
6762824439,4,2.25,1930,6508,360000
6762824440,5,2.5,2130,7111,360000
6762824618,3,2.25,2280,8765,356000
6762824761,3,2.75,2170,8396,353000
6762824897,3,2.75,3070,5280,350000
6762825069,4,2.5,2720,7697,348000
6762825465,3,1.75,1320,9450,338995
6762825693,3,1,1620,5040,333000
6762825694,4,1.75,1880,9880,333000
6762825795,3,1,1570,9136,330000
6762825891,3,1.75,1670,5209,329900
6762826231,4,2.5,2430,5366,321000
6762826355,3,2.5,1980,9907,319950
6762826409,3,2.5,1980,4500,317950
6762826492,3,1,1390,8333,315000
6762826640,4,2,1890,8362,312000
6762826711,4,1,1030,5750,310000
6762827653,2,1,780,4132,289000
6762827786,3,1.5,1380,12196,285000
6762827954,6,3,2400,9373,280000
6762828062,4,2.5,2040,8076,279000
6762828326,3,1.75,1540,12600,272500
6762828418,2,1.5,1380,209959,270000
6762828508,3,2.5,1730,6653,269000
6762828720,1,1,710,4725,264000
6762828831,4,2.75,2250,5000,260000
6762829573,3,1,1500,6600,243000
6762829592,3,1,970,9600,242000
6762829831,3,1.75,1380,8362,235000
6762829878,4,2.5,1960,7875,234500
6762829980,3,1,1190,9083,230000
6762830078,3,1,1190,9199,228000
6762830153,3,1.75,1610,14182,225000
6762830345,2,2,1310,2550,219000
6762830487,3,1.5,1150,11571,213500
6762830611,3,1,1030,60720,209900
6762831154,2,1,680,6400,179900
6762831267,3,1,1180,9832,169950
6762831268,3,1,910,5800,169900
6762831393,2,1,810,4755,155000
6762831555,2,1,790,7153,118125
6762810078,4,3.25,4580,4838,2900000
6762810454,4,2.5,2980,13341,1600000
6762811094,4,2.5,2790,5450,1160000
6762811224,6,3.25,3560,107362,1100000
6762811561,3,2.75,2500,6350,990000
6762811718,3,2.5,2830,3750,959000
6762812307,4,3,2940,7108,870000
6762813030,4,4,3650,18223,799900
6762813076,5,2.5,3040,9570,795000
6762813229,4,3,2440,3600,780000
6762814087,3,1.5,1590,7080,720000
6762814286,4,2.5,2740,7571,706000
6762814299,4,1.75,1690,11739,705000
6762814477,5,2.25,3210,61419,696500
6762814754,4,3.5,3420,49223,679000
6762814865,4,2.5,2810,11560,674000
6762815194,3,3,3040,5067,653000
6762815587,4,2.5,3050,7238,635000
6762815588,2,2.5,2470,8840,635000
6762815635,5,3.25,3500,7254,632500
6762816322,4,2.5,2070,8127,600000
6762816392,2,1,1150,3775,599950
6762816569,3,2.5,2520,10223,590000
6762816570,3,3.25,1290,1230,590000
6762816867,4,2.75,3220,9825,579000
6762817304,4,2.25,2310,9800,561500
6762817767,3,2,2330,3600,549000
6762817817,3,2,2850,19200,545400
6762818675,3,1.75,1830,4500,518000
6762818698,3,2.25,1640,4635,517000
6762819130,3,1.5,2040,6750,500000
6762819494,3,2.75,1980,3128,490000
6762819495,4,2.5,3480,12696,490000
6762820142,5,1.5,2180,4268,470000
6762821087,4,2.75,2680,16934,445000
6762821258,3,1.5,1690,6010,440000
6762821379,3,1.75,1990,9885,438000
6762822853,2,1.75,1800,224769,400000
6762823281,3,2,1840,16815,390000
6762823892,3,2,1450,7300,375000
6762823893,4,1.5,1770,6650,375000
6762824274,2,2,1440,15000,365000
6762824382,3,1.75,1240,7620,361810
6762824392,3,1.75,2130,8742,361000
6762824898,6,4.5,3500,8504,350000
6762825168,3,1.75,1240,38095,345000
6762825267,3,1,940,10500,342500
6762825346,2,0.75,1060,48292,340000
6762825347,3,1.75,1270,8422,340000
6762825471,4,2.5,2717,4513,338500
6762825695,3,1,1250,4548,333000
6762825796,3,1,1850,5775,330000
6762826041,3,1,1150,7486,325000
6762826181,3,3,2240,11536,323500
6762826280,3,2.5,1680,4584,320000
6762826493,3,2.25,1540,17424,315000
6762826494,3,1,1160,3700,315000
6762826712,4,2.75,2370,7320,310000
6762826920,3,1,1160,9750,305000
6762827126,6,3,2744,9926,300000
6762827206,4,1,1170,5400,299950
6762827267,3,2.75,3080,19635,299000
6762827268,3,1,1550,8778,299000
6762827885,3,2.25,2420,7548,282000
6762828049,1,1,640,6350,279200
6762828311,3,2.5,1650,5994,273000
6762828419,3,2.5,1808,19200,270000
6762829035,3,2.25,1740,10378,255000
6762829243,2,1.5,1200,5773,250000
6762829717,2,1.75,1290,1493,239800
6762829920,4,2,1440,5911,232000
6762830770,3,1,960,15273,201000
6762830845,2,2.75,1590,20917,199950
6762831345,2,2.5,1660,2258,160000
6762810074,5,4.75,6240,47480,2950000
6762810522,4,2.25,4250,16940,1530000
6762811400,3,2.5,4570,10615,1040000
6762811550,5,3.25,4260,7861,994000
6762811911,4,1.75,2440,11793,925000
6762811990,3,3.5,2940,6431,914154
6762812006,2,2.5,2000,5150,910000
6762812173,4,2.75,3540,5500,888990
6762812189,3,2,2590,3750,885000
6762812480,3,2.5,3260,91911,850000
6762812481,4,2.5,2900,9972,850000
6762813878,4,2.5,3490,18521,734000
6762813916,5,3.5,3760,4857,730000
6762814055,4,3.5,2600,5100,722500
6762814088,5,3.5,4140,7642,720000
6762814244,4,2.75,2940,4232,710000
6762814268,4,1,1680,4087,709000
6762815128,4,1.5,1910,5000,657500
6762816039,3,1,1500,2400,614950
6762816055,3,2.25,1960,10385,613000
6762816136,3,2.5,2630,10131,609000
6762816814,3,1.5,1860,7190,580000
6762816815,3,2.75,1430,1521,580000
6762816953,3,1.75,1720,4050,575000
6762817177,4,1.75,1900,10297,566000
6762817348,3,2.5,2840,216493,560000
6762817394,5,3,2730,9519,559950
6762817631,3,2.25,2160,15360,550000
6762817975,3,2.5,1720,11656,540000
6762817976,3,2.5,2860,8935,540000
6762818146,3,1.75,2020,10031,535000
6762818402,5,2.25,1950,8025,525126
6762818455,2,1,880,4000,525000
6762818456,4,1.75,1650,8560,525000
6762818457,2,1.5,960,7200,525000
6762818458,2,2.75,1310,1268,525000
6762818997,4,2.25,2350,12540,505000
6762819277,3,2.5,2090,8505,499000
6762819320,3,2.25,1460,1353,497000
6762819975,3,1.5,1790,229125,475000
6762820291,3,2,1560,8509,465000
6762820464,3,2.5,1690,5131,460000
6762821891,3,2.25,1620,997,425000
6762822090,3,1,1320,5500,420000
6762822571,3,1,1380,7015,408000
6762823369,4,2.5,2640,4725,389517
6762823664,3,2.5,1980,17342,380000
6762824149,3,2.5,2420,4725,369946
6762824199,3,2.5,2420,4725,367899
6762824232,3,1.75,1680,6108,366000
6762824233,2,1,1210,3090,366000
6762824275,4,2.5,2140,7350,365000
6762824441,3,2,1960,8846,360000
6762824745,3,2.5,2517,3900,353900
6762824899,5,3,2520,5500,350000
6762825169,2,1,1130,8081,345000
6762825425,3,2,1340,10200,339950
6762825797,4,2.25,1790,9920,330000
6762826042,3,2.25,2220,16020,325000
6762826713,3,1,990,7050,310000
6762826780,2,1.5,1510,9843,309950
6762827197,4,1.5,1580,10230,299980
6762827296,5,2.25,2300,11505,298950
6762827344,3,2.5,1410,1332,295500
6762827513,3,2.25,1860,13939,291000
6762828209,4,1,1340,22500,275000
6762828210,4,1.75,1960,6177,275000
6762828340,4,1.75,1390,10660,272000
6762828509,1,1,1020,7920,269000
6762829036,4,2,2560,12155,255000
6762829244,3,1.75,1350,8548,250000
6762829245,3,2,1590,8100,250000
6762829388,3,1,1470,7680,248000
6762829900,3,2.25,1650,3788,233703
6762830090,3,1,1130,10018,227000
6762830380,3,1,1110,9827,217000
6762830439,4,1,1130,7400,215000
6762830440,3,1.5,1610,5304,215000
6762831577,2,1,800,10625,109500
6762810022,6,7.75,9890,31374,6890000
6762811359,3,2.25,2480,15022,1050000
6762812522,3,1.75,2520,4534,849000
6762812695,4,2.5,3720,35000,828500
6762812724,4,1,1820,4000,825000
6762813077,4,3.25,3520,5250,795000
6762813257,4,2.75,2840,4864,779950
6762813818,4,2.5,2780,6737,739000
6762814166,4,3.5,3260,110579,715000
6762814454,3,2,1820,4080,699000
6762814607,3,1.5,1760,4880,688000
6762814770,3,2.5,2440,4587,677900
6762814992,3,1,1260,24550,665000
6762815272,4,2.75,2640,6240,650000
6762815548,4,3.5,4083,68377,637000
6762815792,3,3.5,1560,1490,625000
6762815793,2,1.75,1460,1500,625000
6762815905,2,1.75,1680,8187,620000
6762816481,4,2.25,1920,3225,595000
6762816571,3,2,3030,9374,590000
6762816816,3,1.75,2040,81021,580000
6762817440,3,1,1800,4005,556000
6762817468,4,2,1680,2600,555000
6762817469,2,2.75,1950,1610,555000
6762817632,4,2.75,3080,6731,550000
6762817633,4,2.5,2810,7549,550000
6762817748,5,3,3610,7555,549900
6762817977,3,1.75,2280,16671,540000
6762818107,3,2.25,2070,7207,535100
6762818147,2,1.5,1940,5700,535000
6762818280,2,2.25,1260,1312,530000
6762818392,3,3.25,1220,1281,526000
6762818459,4,2.5,2450,5280,525000
6762818746,3,1.75,1600,20873,515000
6762819369,4,1.75,2570,12039,495000
6762819496,4,2.25,2090,10869,490000
6762819571,3,2,1510,3000,489000
6762820177,3,2.25,1620,8701,469950
6762820178,5,3,3223,6371,469950
6762820840,3,2.5,2180,4226,450000
6762821395,3,2.5,1260,1125,437500
6762821427,3,2.5,1460,1238,436000
6762821490,2,1,720,5600,435000
6762821491,2,1,2240,7200,435000
6762821598,3,2.5,1660,15000,432000
6762822155,4,2.5,2220,6800,419950
6762823125,4,1.75,2060,7900,395000
6762823356,4,2.5,2245,4330,389990
6762823407,4,2.5,2640,5595,387990
6762823555,4,1.75,2100,7135,384000
6762823758,3,2.5,1580,3075,379000
6762823894,3,1,1130,12500,375000
6762824541,4,1.5,1890,6052,359000
6762824569,3,2.5,1400,1529,358000
6762824619,3,1,920,3863,356000
6762824900,3,2.5,2440,18674,350000
6762824901,3,1.75,2010,6150,350000
6762824902,4,2.5,1530,2248,350000
6762825348,4,3,2380,20277,340000
6762825596,3,2.5,1700,6698,335000
6762826629,4,2.5,2910,8596,312200
6762826781,3,1.5,1200,15606,309950
6762826921,4,2.5,1914,3150,305000
6762827787,2,1,920,5850,285000
6762827788,5,3,2110,5260,285000
6762827955,4,2.5,1934,5677,280000
6762828063,3,2.5,1540,7280,279000
6762829599,4,2.5,2500,9654,241500
6762830154,3,1,1290,8470,225000
6762830281,5,1.5,1830,94960,220000
6762830441,3,1,1150,7560,215000
6762830622,3,2.5,1390,2450,208800
6762830919,3,1,1510,4350,195000
6762831067,3,1,1320,7155,185000
6762831329,4,2,1440,7641,162000
6762831595,2,1,1070,20450,95000
6762816009,2,1.5,1210,5000,615000
6762818148,4,2,1970,3515,535000
6762819793,3,2.5,2410,4656,480000
6762826397,5,1.75,1550,6986,318500
6762830920,3,1.5,1050,5525,195000
6762811063,5,2.25,3270,16553,1180000
6762814368,2,2,1490,713,700000
6762816954,5,2.5,2760,4000,575000
6762819131,4,3.25,2670,5001,500000
6762826621,2,1,870,7227,312500
6762810104,4,3.5,3280,3800,2580000
6762810374,4,4.5,3860,15246,1700000
6762810673,4,2.5,3450,17400,1390000
6762811016,2,2.25,2160,17861,1200000
6762811321,4,2.75,4510,5000,1060000
6762811424,5,2.5,3050,8200,1030000
6762811534,3,3.25,3620,8131,996000
6762811912,3,1,1630,6603,925000
6762812071,4,2.5,3620,42580,900000
6762812158,4,2.75,2610,4400,890000
6762812308,4,4,3610,12811,870000
6762812338,4,2.5,2260,13600,865000
6762812421,4,2.75,2270,14565,855000
6762812526,3,3.5,3010,5717,848000
6762813026,4,3.5,3030,5494,799950
6762813230,2,3.25,3000,24004,780000
6762813374,3,3.25,3310,5000,770000
6762813964,3,2,2660,5000,727500
6762814167,4,3,1986,6000,715000
6762814199,5,2.75,2580,9242,713000
6762814440,4,2.25,2380,16236,699900
6762814535,2,2,1780,3810,691000
6762815273,3,2,2520,5980,650000
6762815906,4,2.5,2500,8282,620000
6762816010,4,2.25,2330,7020,615000
6762816452,7,4,2690,10880,597157
6762816546,3,2,1460,3600,591000
6762817211,3,2.5,1880,12368,565000
6762817268,4,2.5,2780,7838,563500
6762817309,3,2.25,1640,7200,561000
6762817634,3,2.25,1700,1481,550000
6762817846,3,1.75,1400,4000,545000
6762818149,1,1,920,5000,535000
6762818460,4,2.25,1890,8549,525000
6762818461,4,2.5,2140,7754,525000
6762818869,3,2,1600,4510,510000
6762819132,4,1.75,2290,9215,500000
6762819133,3,1.75,1530,14633,500000
6762819652,3,2.5,1880,5502,485000
6762819976,3,2.5,2130,8022,475000
6762820143,3,2.5,2120,2374,470000
6762820144,3,2.5,2000,8424,470000
6762820145,4,2.5,2470,8536,470000
6762821145,3,1.75,1640,4579,443000
6762821259,3,1.5,2260,5300,440000
6762821672,3,1.75,1440,4025,430000
6762822234,3,2.25,1840,11403,417000
6762822263,3,1.5,1240,12400,415500
6762822392,4,2.25,1770,5236,413900
6762822658,3,2.5,2070,4697,405000
6762822708,3,1.75,1410,15210,404000
6762822778,3,2.25,1350,2839,401000
6762822854,4,1.5,1980,113691,400000
6762822855,3,1.75,1560,8456,400000
6762823030,4,1,1420,6458,398000
6762823282,3,1.5,1180,7700,390000
6762824276,3,2,2140,26600,365000
6762824277,3,1,950,8450,365000
6762824338,4,2.25,1750,10270,364000
6762824346,4,2.5,2680,7700,363500
6762824442,3,1.5,1340,1110,360000
6762824443,3,1.5,1360,6000,360000
6762824762,3,2.25,1900,3800,353000
6762825048,3,3.25,1340,1151,349000
6762825126,3,1,1350,8581,345500
6762825245,3,2.5,1900,5194,343500
6762825597,4,2.5,2240,9701,335000
6762825896,3,2.5,1730,3600,329780
6762826043,4,1,1530,12040,325000
6762826239,3,2,1220,7620,320600
6762826446,4,2.5,2320,7379,316000
6762826495,3,2.5,1950,9618,315000
6762827127,3,1.5,1320,15053,300000
6762827654,3,2.25,1670,6600,289000
6762827698,4,2.25,2270,11997,287000
6762827871,4,2.5,1710,3500,282900
6762827878,2,1,700,5940,282150
6762828161,2,1,1060,6504,275053
6762828539,4,1.75,1680,9966,268000
6762828644,3,1,1400,9460,265000
6762828740,3,1.75,1490,3800,263000
6762828832,3,1.75,2170,10018,260000
6762829037,4,2.5,1580,7800,255000
6762829091,3,2.5,1794,4769,254950
6762829104,3,2.5,1560,10608,254000
6762829581,3,1.75,1550,1905,242500
6762830091,3,1.75,1510,9837,227000
6762830282,4,2.5,2130,9100,220000
6762830651,3,1.5,1460,11100,207000
6762831252,3,1,1480,5670,170000
6762831450,3,1,1090,2800,149000
6762810055,6,5,7100,18200,3200000
6762810107,4,3.75,4475,20424,2570000
6762810332,4,3.25,3980,10249,1770000
6762810570,5,2.5,4570,19252,1480000
6762810953,5,4,4390,6656,1230000
6762811017,5,2.5,2860,4000,1200000
6762811197,6,4,3600,6224,1110000
6762811275,5,3.5,3740,5610,1080000
6762811493,3,2.75,2370,8900,1000000
6762811541,3,2.5,2460,10300,995000
6762812769,3,2.5,2290,9158,822000
6762812910,3,1.75,2590,32380,808000
6762812944,5,3.5,2770,9305,804000
6762813308,4,2.5,3310,5101,775000
6762813309,4,3.5,3060,4573,775000
6762813717,4,2.5,2810,11902,747500
6762813879,4,2.75,3090,7650,734000
6762814767,3,2.75,2770,10000,678000
6762815274,3,2,2300,5000,650000
6762815275,4,2.5,2290,10186,650000
6762815359,5,3.25,3990,13087,649000
6762815360,4,2.75,3130,9711,649000
6762815436,3,2.5,2350,4166,643403
6762815735,3,1.75,1610,3210,626500
6762815794,4,2,2190,3622,625000
6762815848,4,3.25,2810,11250,624000
6762815907,4,2.5,2720,34498,620000
6762815967,3,2.5,1910,4488,617000
6762816147,4,2.5,2410,7140,608000
6762816572,4,2.75,2240,208652,590000
6762816697,4,2.5,1950,3720,585000
6762816766,4,3,1670,1189,582000
6762817076,4,2.75,3140,10918,570000
6762817281,5,2.75,2920,6327,562500
6762817470,4,2.75,2170,7140,555000
6762817635,4,2.5,2470,7539,550000
6762817917,3,2.5,1990,15985,542000
6762817918,4,2.5,2020,3440,542000
6762818281,3,1.5,1950,1963,530000
6762818462,2,1.5,1620,1444,525000
6762818463,4,1.5,1580,6360,525000
6762818705,6,2,2390,8660,516250
6762818934,2,2,1560,4675,509000
6762818998,3,2.5,2400,9601,505000
6762819044,3,1.75,1770,7875,502550
6762819243,3,3.5,1820,1991,499950
6762819296,3,2.5,1910,5600,498688
6762819794,3,2.25,1820,13362,480000
6762819977,5,2.5,2300,28480,475000
6762819978,3,2.25,1190,1137,475000
6762820632,4,2.5,2440,5001,455000
6762821088,3,2.5,2210,8010,445000
6762821492,3,1.5,1740,6988,435000
6762821673,4,2.75,2290,5249,430000
6762822091,3,1.75,1230,10005,420000
6762822235,4,2,2090,4000,417000
6762822596,5,2.75,2400,15781,406550
6762822762,3,2.5,1970,12205,402000
6762823126,3,2.5,1610,3755,395000
6762823196,2,1,980,3350,393000
6762823359,3,2.5,1700,6396,389950
6762823586,3,2,1150,6249,382500
6762823665,4,1.75,2030,12518,380000
6762824085,2,1,1040,4172,370000
6762824666,3,1.75,1960,7705,355000
6762824725,3,1,1720,16552,354900
6762824734,4,2.5,2900,4762,354000
6762824903,3,3.25,1600,1298,350000
6762824904,3,2.25,1840,9929,350000
6762825223,4,1.75,2240,7500,344950
6762825598,4,1.75,1670,9472,335000
6762825599,3,1,2130,3825,335000
6762826044,4,2.5,1930,8458,325000
6762826045,4,2.75,2090,9240,325000
6762826413,2,1,1000,5120,317500
6762826496,4,2.75,2300,18360,315000
6762826497,4,2.5,2740,8400,315000
6762827379,2,1,840,10465,295000
6762827471,4,1.75,2140,8162,292500
6762827514,4,2.25,1890,7616,291000
6762827555,4,2.25,1900,10950,290000
6762827556,1,0.75,740,1284,290000
6762828211,3,1.5,1240,9125,275000
6762828833,3,2,1810,7209,260000
6762828834,4,1.75,1650,7276,260000
6762828914,4,1.5,1260,7248,259000
6762828952,3,1.75,1530,14087,257500
6762829142,2,1.5,1280,8710,252500
6762829484,2,1,1120,5650,245000
6762829485,3,2.5,1720,3407,245000
6762829565,4,2.5,2300,15188,243500
6762829582,3,2.25,1770,10000,242500
6762829641,3,2.5,1520,9864,240000
6762829879,3,1.75,1310,18400,234500
6762829981,3,1,1640,7187,230000
6762830080,3,1.5,1670,8230,227950
6762830262,2,1,990,57499,220500
6762830501,3,1.5,1270,7128,212500
6762831068,4,1,1760,8906,185000
6762831197,4,1,1210,6250,175000
6762831242,3,1,1640,13939,170500
6762831346,3,2.25,1470,8682,160000
6762831436,2,1,790,7275,150000
6762810342,4,3.5,3845,8400,1750000
6762810773,4,2.25,3180,6105,1320000
6762810901,4,3.25,3160,10043,1250000
6762811046,3,1.75,2550,6117,1190000
6762811594,4,2.5,2110,10100,981000
6762812072,3,2.5,2260,9577,900000
6762812482,2,1.75,2170,7089,850000
6762812725,4,1,2290,6300,825000
6762812758,4,3.5,3650,57538,824000
6762813819,6,4.5,4000,7500,739000
6762813880,5,4.25,4110,42755,734000
6762814062,2,1.5,1790,4250,721000
6762814168,3,2.5,2890,7027,715000
6762814300,3,2.5,2820,7200,705000
6762814639,3,1.75,1650,8400,685000
6762814712,3,1.75,2330,9652,680000
6762814821,3,1.5,2510,3600,675000
6762814993,4,2.75,2420,7102,665000
6762815160,4,2.25,2200,8000,655000
6762815276,5,3.5,5110,10018,650000
6762815342,4,2.25,2130,11900,649990
6762815491,4,2.5,2970,34981,640000
6762815795,4,1.5,2190,13660,625000
6762816323,5,4.5,4440,5562,600000
6762816400,3,3,3030,35123,599900
6762816456,4,2.5,2280,2432,597000
6762816648,4,2.25,1780,6120,587500
6762816955,3,2,2168,4000,575000
6762816956,2,1,1230,2726,575000
6762817559,4,2.75,2170,5988,551000
6762817636,3,2.5,2360,4080,550000
6762817637,1,1,2880,7560,550000
6762817638,4,3,4180,35169,550000
6762817749,5,3,3800,42316,549900
6762817847,3,2.25,2290,14585,545000
6762817919,2,1,890,3060,542000
6762818076,4,2,1720,6413,537000
6762818610,4,3,2190,5085,520000
6762819759,3,2.5,1730,4924,480680
6762820112,2,1,1010,3400,470450
6762820187,4,2.5,2090,7241,469500
6762820292,4,2.25,2100,7350,465000
6762820465,3,2.5,2390,47480,460000
6762821017,3,1,1310,7000,447000
6762821132,3,2,1460,2610,444000
6762821765,4,2.5,2598,5553,428900
6762821892,2,1,2110,4920,425000
6762821893,2,2.5,1340,1263,425000
6762822494,2,1.5,1660,4000,410000
6762822786,2,1.75,2320,6250,400950
6762822856,4,2.5,2170,204296,400000
6762822857,1,1,530,13679,400000
6762822858,3,1.5,2390,32109,400000
6762823031,2,2,1300,3865,398000
6762823127,4,1.75,1910,8117,395000
6762823283,3,2,1710,8910,390000
6762823284,4,3,2860,5724,390000
6762823412,3,1,1220,8329,387500
6762823597,3,2,1360,4840,382000
6762824086,3,1.5,1560,6774,370000
6762824339,2,2.25,1280,2574,364000
6762824444,3,2.25,1381,1180,360000
6762824509,5,2.25,2450,9432,359950
6762824542,4,3.5,2770,8763,359000
6762824735,3,2,1010,21340,354000
6762824763,4,2.75,1920,4627,353000
6762824821,4,1,1550,7260,351000
6762825170,2,2.5,2550,216344,345000
6762825600,3,1.75,1790,5120,335000
6762826046,4,2,1780,10622,325000
6762826281,4,2.75,2110,13260,320000
6762826498,4,2,2020,7767,315000
6762826880,4,2.5,1850,7199,305500
6762826979,2,1,670,6720,304950
6762827034,5,2,1540,9629,302000
6762827335,3,2.5,1560,5845,296000
6762827557,3,1,1210,33919,290000
6762827655,3,2,1850,9550,289000
6762827956,3,1.75,2630,6500,280000
6762827957,3,1,1720,9605,280000
6762827958,3,2.5,1600,7936,280000
6762828212,3,2.5,1730,5799,275000
6762828727,4,1.75,2210,6375,263500
6762828964,3,2.25,1810,12000,257000
6762829486,2,1.75,1840,7230,245000
6762829546,2,1.75,1300,14500,244500
6762829725,3,1.75,1470,8925,239000
6762830034,5,2.75,2000,5885,229950
6762830366,3,1,1140,7560,218000
6762830506,3,1.75,1100,9750,212000
6762830644,4,2,1260,8400,207200
6762830755,2,1.75,1330,2159,202200
6762831130,3,1.75,1330,16000,180000
6762831155,3,1.75,1230,12000,179900
6762831286,3,1,760,3090,167500
6762831398,3,1,890,9465,154500
6762831516,3,1,1200,7000,130000
6762831534,2,1,810,8382,125000
6762831560,3,1,1080,6250,115000
6762810851,4,3,3260,4500,1280000
6762810881,3,2.5,3110,9930,1260000
6762811875,3,2.5,3780,35273,930000
6762812629,5,2.75,2460,7830,835000
6762812854,4,2.5,2270,5000,812000
6762813375,4,3.5,3680,2242,770000
6762813631,2,1.5,1300,7632,750000
6762813861,3,2,1610,3600,735000
6762813917,3,3,3460,13129,730000
6762814008,3,2.5,3570,35271,725000
6762814089,4,2.25,2530,9870,720000
6762814323,4,2.75,2510,12500,704000
6762814779,4,1.5,2270,6010,676101
6762815016,4,2.5,2390,8432,664000
6762815277,4,2.5,2820,15000,650000
6762815352,4,2.5,2280,9827,649800
6762816760,2,2,1540,6804,582500
6762817077,3,3,2400,5500,570000
6762818195,3,2.5,1930,5080,533600
6762818212,3,1.75,1620,3360,532500
6762819134,2,1,1510,4000,500000
